"","compound","CAS","Clint","unit.Clint","method.Clint","reference.Clint","original.reference.Clint","unit.conc.enzymes.Clint","X","conc.enzymes.Clint","Culture.condition","Culture.material","Culture.medium","Hepatocytes","HEPES.added","Incubation.volume..mL.","L.glutamine.Glutamax.added","Medium.movement","Other.constituents.added.","Sampling","Serum.albumin.added","Source","Species","Use.CO2.incubator","scaling.factor","method.phys.chem.Fup","Fup","Fut","method.Fup","reference.Fup","original.reference.Fup","ionization","pKa1","pKa2","logP","logD","method.phys.chem","quat.nitrogen","frac.unionized","frac.ionized.acid","frac.ionized.base","type","Kpad","Kpbo","Kpbr","Kpgu","Kphe","Kpki","Kpli","Kplu","Kpmu","Kpsk","Kpsp","method.partition","Fuinc","method.Fuinc"
"185","Ketoprofen","22071-15-4",3.7,"ul/min/10^6 cells","hep","Louisse 2020","Sohlenius.Sternbeck.et.al...2010","10^6 cell/ml",253,1,"suspension","96-well plate","WME","primary","no",0.1,"no","shaking","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.018144191593117,0.0356416934711896,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",3.88,NA,3.61,0.39,"ChemAxon","no",0.000301903998490238,0.99969809600151,0,2,0.0238242431405787,0.0450494826435227,0.0275493338389423,0.0714538219859969,0.0724844406466332,0.0601527402234348,0.0415672030619025,0.0922578645218701,0.0320519735690052,0.118404713875395,0.0462218855387039,"RodgersRowland",0.952,"in silico"
"186","Ketoprofen","22071-15-4",2.3,"ul/min/10^6 cells","hep","Louisse 2020","Sohlenius.Sternbeck.et.al...2012","10^6 cell/ml",280,1,"suspension","96-well plate","WME","primary","no",0.1,"no","shaking","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.018144191593117,0.0356416934711896,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",3.88,NA,3.61,0.39,"ChemAxon","no",0.000301903998490238,0.99969809600151,0,2,0.0238242431405787,0.0450494826435227,0.0275493338389423,0.0714538219859969,0.0724844406466332,0.0601527402234348,0.0415672030619025,0.0922578645218701,0.0320519735690052,0.118404713875395,0.0462218855387039,"RodgersRowland",0.952,"in silico"
"187","Ketoprofen","22071-15-4",0.63,"ul/min/10^6 cells","hep","Louisse 2020","Yamagata.et.al...2017","10^6 cell/ml",315,1,"suspension","96-well plate","KHB","primary","no",0.1,"no","shaking","no","medium + cells","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.018144191593117,0.0356416934711896,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",3.88,NA,3.61,0.39,"ChemAxon","no",0.000301903998490238,0.99969809600151,0,2,0.0238242431405787,0.0450494826435227,0.0275493338389423,0.0714538219859969,0.0724844406466332,0.0601527402234348,0.0415672030619025,0.0922578645218701,0.0320519735690052,0.118404713875395,0.0462218855387039,"RodgersRowland",0.952,"in silico"
"188","Ketoprofen","22071-15-4",6.28,"ul/min/10^6 cells","hep","Louisse 2020","Zanelli.et.al...2012_2","10^6 cell/ml",347,0.25,"suspension","96-well plate","WME","primary","no",0.125,"no","shaking","no","medium + cells","no","cryopreserved","human","no",117.5,"ChemAxon",0.018144191593117,0.0356416934711896,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",3.88,NA,3.61,0.39,"ChemAxon","no",0.000301903998490238,0.99969809600151,0,2,0.0238242431405787,0.0450494826435227,0.0275493338389423,0.0714538219859969,0.0724844406466332,0.0601527402234348,0.0415672030619025,0.0922578645218701,0.0320519735690052,0.118404713875395,0.0462218855387039,"RodgersRowland",0.987,"in silico"
"189","Ketoprofen","22071-15-4",1.95,"ul/min/10^6 cells","hep","Louisse 2020","Zanelli.et.al...2019","10^6 cell/ml",361,1,"suspension","96-well plate","KHB","primary","no",0.05,"no","shaking","no","medium + cells","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.018144191593117,0.0356416934711896,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",3.88,NA,3.61,0.39,"ChemAxon","no",0.000301903998490238,0.99969809600151,0,2,0.0238242431405787,0.0450494826435227,0.0275493338389423,0.0714538219859969,0.0724844406466332,0.0601527402234348,0.0415672030619025,0.0922578645218701,0.0320519735690052,0.118404713875395,0.0462218855387039,"RodgersRowland",0.952,"in silico"
"190","Lorazepam","846-49-1",0.4,"ul/min/10^6 cells","hep","Louisse 2020","Chao.et.al..2009_1","10^6 cell/ml",66,0.1,"plated","96-well plate","non-defined commercial medium","primary","no",0.1,"no","shaking","no","medium","no","cryopreserved","human","yes",117.5,"ChemAxon",0.07280575771283,0.135729617760532,"in silico","LobellSivarajah","LobellSivarajah","diproticAcid",10.61,12.46,3.53,3.53,"ChemAxon","no",0.999383779589555,0.000616220410445067,0,4,22.7951843699881,18.3952877236055,15.2445020787821,12.9796687748222,22.5837915071702,10.1593242837605,10.0267929419544,1.21103323288185,3.94047292006525,12.6401753772691,4.2712016908521,"RodgersRowland",0.94,"in silico"
"191","Lorazepam","846-49-1",0.3,"ul/min/10^6 cells","hep","Louisse 2020","Chao.et.al..2009_2","10^6 cell/ml",84,0.1,"plated","96-well plate","non-defined commercial medium","primary","no",0.1,"no","shaking","no","medium","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.07280575771283,0.135729617760532,"in silico","LobellSivarajah","LobellSivarajah","diproticAcid",10.61,12.46,3.53,3.53,"ChemAxon","no",0.999383779589555,0.000616220410445067,0,4,22.7951843699881,18.3952877236055,15.2445020787821,12.9796687748222,22.5837915071702,10.1593242837605,10.0267929419544,1.21103323288185,3.94047292006525,12.6401753772691,4.2712016908521,"RodgersRowland",0.94,"in silico"
"192","Lorazepam","846-49-1",0.2,"ul/min/10^6 cells","hep","Louisse 2020","Chao.et.al..2009_3","10^6 cell/ml",99,0.1,"plated","96-well plate","non-defined commercial medium","primary","no",0.1,"no","shaking","no","medium","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.07280575771283,0.135729617760532,"in silico","LobellSivarajah","LobellSivarajah","diproticAcid",10.61,12.46,3.53,3.53,"ChemAxon","no",0.999383779589555,0.000616220410445067,0,4,22.7951843699881,18.3952877236055,15.2445020787821,12.9796687748222,22.5837915071702,10.1593242837605,10.0267929419544,1.21103323288185,3.94047292006525,12.6401753772691,4.2712016908521,"RodgersRowland",0.94,"in silico"
"193","Lorazepam","846-49-1",1.1,"ul/min/10^6 cells","hep","Louisse 2020","Hultman.et.al...2016","10^6 cell/ml",147,0.3,"plated","96-well plate","non-defined commercial medium","primary co-culture","no",0.1,"no","no","no","medium","no","cryopreserved","human","yes",117.5,"ChemAxon",0.07280575771283,0.135729617760532,"in silico","LobellSivarajah","LobellSivarajah","diproticAcid",10.61,12.46,3.53,3.53,"ChemAxon","no",0.999383779589555,0.000616220410445067,0,4,22.7951843699881,18.3952877236055,15.2445020787821,12.9796687748222,22.5837915071702,10.1593242837605,10.0267929419544,1.21103323288185,3.94047292006525,12.6401753772691,4.2712016908521,"RodgersRowland",0.84,"in silico"
"194","Lorazepam","846-49-1",0.27,"ul/min/10^6 cells","hep","Louisse 2020","Lau.et.al...2002","10^6 cell/ml",181,1,"suspension","24-well plate","Waymouth's medium","primary","no",1,"yes","no","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.07280575771283,0.135729617760532,"in silico","LobellSivarajah","LobellSivarajah","diproticAcid",10.61,12.46,3.53,3.53,"ChemAxon","no",0.999383779589555,0.000616220410445067,0,4,22.7951843699881,18.3952877236055,15.2445020787821,12.9796687748222,22.5837915071702,10.1593242837605,10.0267929419544,1.21103323288185,3.94047292006525,12.6401753772691,4.2712016908521,"RodgersRowland",0.611,"in silico"
"195","Lorazepam","846-49-1",0.28,"ul/min/10^6 cells","hep","Louisse 2020","Lave.et.al...1997","10^6 cell/ml",195,1.5,"plated","culture dish","WME","primary","no",1,"no","no","no","medium + cells","yes","fresh","human","no",117.5,"ChemAxon",0.07280575771283,0.135729617760532,"in silico","LobellSivarajah","LobellSivarajah","diproticAcid",10.61,12.46,3.53,3.53,"ChemAxon","no",0.999383779589555,0.000616220410445067,0,4,22.7951843699881,18.3952877236055,15.2445020787821,12.9796687748222,22.5837915071702,10.1593242837605,10.0267929419544,1.21103323288185,3.94047292006525,12.6401753772691,4.2712016908521,"RodgersRowland",0.512,"in silico"
"196","Lorazepam","846-49-1",1,"ul/min/10^6 cells","hep","Louisse 2020","McGinnity.et.al...2004","10^6 cell/ml",207,1,"suspension","vial","DMEM","primary","yes",0.5,"no","shaking","yes","medium + cells","no","fresh","human","no",117.5,"ChemAxon",0.07280575771283,0.135729617760532,"in silico","LobellSivarajah","LobellSivarajah","diproticAcid",10.61,12.46,3.53,3.53,"ChemAxon","no",0.999383779589555,0.000616220410445067,0,4,22.7951843699881,18.3952877236055,15.2445020787821,12.9796687748222,22.5837915071702,10.1593242837605,10.0267929419544,1.21103323288185,3.94047292006525,12.6401753772691,4.2712016908521,"RodgersRowland",0.611,"in silico"
"197","Metoprolol","51384-51-1",4.1,"ul/min/10^6 cells","hep","Louisse 2020","Heinle.et.al...2015","10^6 cell/ml",135,0.5,"suspension","384-well plate","WME","primary","yes",0.025,"yes","shaking","no","medium + cells","no","cryopreserved","human","no",117.5,"ChemAxon",0.655508856344648,0.791912231496009,"in silico","LobellSivarajah","LobellSivarajah","zwitterionic",14.09,9.67,1.76,-0.47,"ChemAxon","no",0.00534163169718666,2.04173752904602e-07,0.994658368296988,6,9.07371925398592,1.71656713074157,28.1332092280223,5.64810036018091,5.10224799086742,6.1470444598012,4.49886933109468,2.82243453504831,3.65134734041582,19.1903013388206,3.63960511316286,"RodgersRowland",0.951,"in silico"
"198","Metoprolol","51384-51-1",1,"ul/min/10^6 cells","hep","Louisse 2020","Hultman.et.al...2016","10^6 cell/ml",148,0.3,"plated","96-well plate","non-defined commercial medium","primary co-culture","no",0.1,"no","no","no","medium","no","cryopreserved","human","yes",117.5,"ChemAxon",0.655508856344648,0.791912231496009,"in silico","LobellSivarajah","LobellSivarajah","zwitterionic",14.09,9.67,1.76,-0.47,"ChemAxon","no",0.00534163169718666,2.04173752904602e-07,0.994658368296988,6,9.07371925398592,1.71656713074157,28.1332092280223,5.64810036018091,5.10224799086742,6.1470444598012,4.49886933109468,2.82243453504831,3.65134734041582,19.1903013388206,3.63960511316286,"RodgersRowland",0.97,"in silico"
"199","Metoprolol","51384-51-1",4.3,"ul/min/10^6 cells","hep","Louisse 2020","Jacobson.et.al...2007","10^6 cell/ml",159,1,"plated","96-well plate","L-15 medium","primary","yes",0.06,"no","no","yes","medium + cells","no","cryopreserved","human","no",117.5,"ChemAxon",0.655508856344648,0.791912231496009,"in silico","LobellSivarajah","LobellSivarajah","zwitterionic",14.09,9.67,1.76,-0.47,"ChemAxon","no",0.00534163169718666,2.04173752904602e-07,0.994658368296988,6,9.07371925398592,1.71656713074157,28.1332092280223,5.64810036018091,5.10224799086742,6.1470444598012,4.49886933109468,2.82243453504831,3.65134734041582,19.1903013388206,3.63960511316286,"RodgersRowland",0.907,"in silico"
"200","Metoprolol","51384-51-1",4.28,"ul/min/10^6 cells","hep","Louisse 2020","Kidambi.et.al...2009","10^6 cell/ml",168,1,"suspension","microcentrifuge tube","DMEM","primary","no",0.5,"no","shaking","yes","medium + cells","yes","fresh","human","yes",117.5,"ChemAxon",0.655508856344648,0.791912231496009,"in silico","LobellSivarajah","LobellSivarajah","zwitterionic",14.09,9.67,1.76,-0.47,"ChemAxon","no",0.00534163169718666,2.04173752904602e-07,0.994658368296988,6,9.07371925398592,1.71656713074157,28.1332092280223,5.64810036018091,5.10224799086742,6.1470444598012,4.49886933109468,2.82243453504831,3.65134734041582,19.1903013388206,3.63960511316286,"RodgersRowland",0.907,"in silico"
"201","Metoprolol","51384-51-1",7,"ul/min/10^6 cells","hep","Louisse 2020","McGinnity.et.al...2004","10^6 cell/ml",208,1,"suspension","vial","DMEM","primary","yes",0.5,"no","shaking","yes","medium + cells","no","fresh","human","no",117.5,"ChemAxon",0.655508856344648,0.791912231496009,"in silico","LobellSivarajah","LobellSivarajah","zwitterionic",14.09,9.67,1.76,-0.47,"ChemAxon","no",0.00534163169718666,2.04173752904602e-07,0.994658368296988,6,9.07371925398592,1.71656713074157,28.1332092280223,5.64810036018091,5.10224799086742,6.1470444598012,4.49886933109468,2.82243453504831,3.65134734041582,19.1903013388206,3.63960511316286,"RodgersRowland",0.907,"in silico"
"202","Metoprolol","51384-51-1",1.47,"ul/min/10^6 cells","hep","Louisse 2020","Shibata.et.al...2002","10^6 cell/ml",228,1,"suspension","96-well plate","serum","primary","no",0.05,"no","shaking","no","medium + cells","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.655508856344648,0.791912231496009,"in silico","LobellSivarajah","LobellSivarajah","zwitterionic",14.09,9.67,1.76,-0.47,"ChemAxon","no",0.00534163169718666,2.04173752904602e-07,0.994658368296988,6,9.07371925398592,1.71656713074157,28.1332092280223,5.64810036018091,5.10224799086742,6.1470444598012,4.49886933109468,2.82243453504831,3.65134734041582,19.1903013388206,3.63960511316286,"RodgersRowland",0.907,"in silico"
"203","Metoprolol","51384-51-1",1.4,"ul/min/10^6 cells","hep","Louisse 2020","Sohlenius.Sternbeck.et.al...2010","10^6 cell/ml",255,1,"suspension","96-well plate","WME","primary","no",0.1,"no","shaking","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.655508856344648,0.791912231496009,"in silico","LobellSivarajah","LobellSivarajah","zwitterionic",14.09,9.67,1.76,-0.47,"ChemAxon","no",0.00534163169718666,2.04173752904602e-07,0.994658368296988,6,9.07371925398592,1.71656713074157,28.1332092280223,5.64810036018091,5.10224799086742,6.1470444598012,4.49886933109468,2.82243453504831,3.65134734041582,19.1903013388206,3.63960511316286,"RodgersRowland",0.907,"in silico"
"204","Metoprolol","51384-51-1",6.2,"ul/min/10^6 cells","hep","Louisse 2020","Sohlenius.Sternbeck.et.al...2012","10^6 cell/ml",281,1,"suspension","96-well plate","WME","primary","no",0.1,"no","shaking","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.655508856344648,0.791912231496009,"in silico","LobellSivarajah","LobellSivarajah","zwitterionic",14.09,9.67,1.76,-0.47,"ChemAxon","no",0.00534163169718666,2.04173752904602e-07,0.994658368296988,6,9.07371925398592,1.71656713074157,28.1332092280223,5.64810036018091,5.10224799086742,6.1470444598012,4.49886933109468,2.82243453504831,3.65134734041582,19.1903013388206,3.63960511316286,"RodgersRowland",0.907,"in silico"
"205","Metoprolol","51384-51-1",1.6,"ul/min/10^6 cells","hep","Louisse 2020","Yamagata.et.al...2017","10^6 cell/ml",316,1,"suspension","96-well plate","KHB","primary","no",0.1,"no","shaking","no","medium + cells","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.655508856344648,0.791912231496009,"in silico","LobellSivarajah","LobellSivarajah","zwitterionic",14.09,9.67,1.76,-0.47,"ChemAxon","no",0.00534163169718666,2.04173752904602e-07,0.994658368296988,6,9.07371925398592,1.71656713074157,28.1332092280223,5.64810036018091,5.10224799086742,6.1470444598012,4.49886933109468,2.82243453504831,3.65134734041582,19.1903013388206,3.63960511316286,"RodgersRowland",0.907,"in silico"
"206","Metoprolol","51384-51-1",8.41,"ul/min/10^6 cells","hep","Louisse 2020","Zanelli.et.al...2012_1","10^6 cell/ml",333,0.25,"suspension","96-well plate","WME","HepaRG","no",0.125,"no","shaking","no","medium + cells","no","cryopreserved","human","no",117.5,"ChemAxon",0.655508856344648,0.791912231496009,"in silico","LobellSivarajah","LobellSivarajah","zwitterionic",14.09,9.67,1.76,-0.47,"ChemAxon","no",0.00534163169718666,2.04173752904602e-07,0.994658368296988,6,9.07371925398592,1.71656713074157,28.1332092280223,5.64810036018091,5.10224799086742,6.1470444598012,4.49886933109468,2.82243453504831,3.65134734041582,19.1903013388206,3.63960511316286,"RodgersRowland",0.975,"in silico"
"207","Metoprolol","51384-51-1",13,"ul/min/10^6 cells","hep","Louisse 2020","Zanelli.et.al...2012_2","10^6 cell/ml",349,0.25,"suspension","96-well plate","WME","primary","no",0.125,"no","shaking","no","medium + cells","no","cryopreserved","human","no",117.5,"ChemAxon",0.655508856344648,0.791912231496009,"in silico","LobellSivarajah","LobellSivarajah","zwitterionic",14.09,9.67,1.76,-0.47,"ChemAxon","no",0.00534163169718666,2.04173752904602e-07,0.994658368296988,6,9.07371925398592,1.71656713074157,28.1332092280223,5.64810036018091,5.10224799086742,6.1470444598012,4.49886933109468,2.82243453504831,3.65134734041582,19.1903013388206,3.63960511316286,"RodgersRowland",0.975,"in silico"
"208","Midazolam","59467-70-8",0.316,"ul/min/10^6 cells","hep","Louisse 2020","Baudoin.et.al...2013","10^6 cell/ml",8,0.067,"plated","liver chip","WME","primary","no",3,"yes","flow","yes","medium","yes","cryopreserved","human","no",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.929,"in silico"
"209","Midazolam","59467-70-8",18.9,"ul/min/10^6 cells","hep","Louisse 2020","Blanchard.et.al...2005_1","10^6 cell/ml",12,1.5,"plated","24-well plate","WME","primary","no",0.5,"yes","no","yes","medium","no","fresh","human","no",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.368,"in silico"
"210","Midazolam","59467-70-8",2.76,"ul/min/10^6 cells","hep","Louisse 2020","Blanchard.et.al...2005_2","10^6 cell/ml",15,1.5,"plated","24-well plate","serum","primary","no",0.5,"no","no","no","medium","yes","fresh","human","no",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.368,"in silico"
"211","Midazolam","59467-70-8",11.3,"ul/min/10^6 cells","hep","Louisse 2020","Blanchard.et.al...2005_3","10^6 cell/ml",18,2,"suspension","24-well plate","WME","primary","no",0.5,"yes","no","yes","medium + cells","no","fresh","human","no",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.304,"in silico"
"212","Midazolam","59467-70-8",2.5,"ul/min/10^6 cells","hep","Louisse 2020","Blanchard.et.al...2005_4","10^6 cell/ml",21,2,"suspension","24-well plate","serum","primary","no",0.5,"no","no","no","medium + cells","yes","fresh","human","no",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.304,"in silico"
"213","Midazolam","59467-70-8",9.8,"ul/min/10^6 cells","hep","Louisse 2020","Floby.et.al...2009","10^6 cell/ml",125,1,"suspension","96-well plate","KHB","primary","no",0.1,"no","shaking","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.467,"in silico"
"214","Midazolam","59467-70-8",50,"ul/min/10^6 cells","hep","Louisse 2020","Heinle.et.al...2015","10^6 cell/ml",136,0.5,"suspension","384-well plate","WME","primary","yes",0.025,"yes","shaking","no","medium + cells","no","cryopreserved","human","no",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.636,"in silico"
"215","Midazolam","59467-70-8",7,"ul/min/10^6 cells","hep","Louisse 2020","Lau.et.al...2002","10^6 cell/ml",182,1,"suspension","24-well plate","Waymouth's medium","primary","no",1,"yes","no","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.467,"in silico"
"216","Midazolam","59467-70-8",4.49,"ul/min/10^6 cells","hep","Louisse 2020","Lave.et.al...1997","10^6 cell/ml",196,1.5,"plated","culture dish","WME","primary","no",1,"no","no","no","medium + cells","yes","fresh","human","no",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.368,"in silico"
"217","Midazolam","59467-70-8",14,"ul/min/10^6 cells","hep","Louisse 2020","McGinnity.et.al...2004","10^6 cell/ml",209,1,"suspension","vial","DMEM","primary","yes",0.5,"no","shaking","yes","medium + cells","no","fresh","human","no",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.467,"in silico"
"218","Midazolam","59467-70-8",16.5,"ul/min/10^6 cells","hep","Louisse 2020","Smith.et.al...2012_1","10^6 cell/ml",236,0.5,"suspension","12-well plate","WME","primary","yes",1.2,"yes","shaking","yes","medium + cells","no","fresh","human","no",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.636,"in silico"
"219","Midazolam","59467-70-8",26.2,"ul/min/10^6 cells","hep","Louisse 2020","Smith.et.al...2012_2","10^6 cell/ml",239,0.5,"suspension","12-well plate","WME","primary","yes",1.2,"yes","shaking","yes","medium + cells","no","cryopreserved","human","no",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.636,"in silico"
"220","Midazolam","59467-70-8",14,"ul/min/10^6 cells","hep","Louisse 2020","Sohlenius.Sternbeck.et.al...2010","10^6 cell/ml",256,1,"suspension","96-well plate","WME","primary","no",0.1,"no","shaking","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.467,"in silico"
"221","Midazolam","59467-70-8",16,"ul/min/10^6 cells","hep","Louisse 2020","Sohlenius.Sternbeck.et.al...2012","10^6 cell/ml",282,1,"suspension","96-well plate","WME","primary","no",0.1,"no","shaking","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.467,"in silico"
"222","Midazolam","59467-70-8",38.9,"ul/min/10^6 cells","hep","Louisse 2020","Strelevitz.et.al...2012","10^6 cell/ml",294,1.5,"suspension","96-well plate","WME","primary","no",0.06,"no","no","yes","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.368,"in silico"
"223","Midazolam","59467-70-8",1.88,"ul/min/10^6 cells","hep","Louisse 2020","Vivares.et.al...2015_1","10^6 cell/ml",305,0.84,"plated","24-well plate","Ham's F-12/WME","primary","yes",0.5,"yes","no","yes","medium","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.0474819154098551,0.0906591602419724,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",3.41,6.19,3.97,3.95,"ChemAxon","no",0.99989137292845,0,0.000108627071550349,5,43.3361102587819,31.096249012154,25.7419157544818,21.8964671558555,38.1545633555824,17.1254440015029,16.9093439970522,1.96390123181703,6.60782669658515,21.3091685291641,7.16012077180092,"RodgersRowland",0.51,"in silico"
